Title,Price,SKU#,Article-Code,Availability,Sizes,URL
BLUE COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 17,290.00",J-10000102090,JJPW-S-JPS-25-3909 FB/DANEEN-09,In stock,S,https://www.junaidjamshed.com/blue-cotton-silk-embroidered-3pc-stitched-jjpw-s-jps-25-3909-fb-daneen-09.html
BROWN COTTON NET EMBROIDERED 3PC STITCHED,"PKR 19,990.00",J-10000102108,JJPW-S-JPS-25-3924 FB/INARA-10,In stock,"S,M,L",https://www.junaidjamshed.com/brown-cotton-embroidered-3pc-stitched-jjpw-s-jps-25-3924-fb-inara-10.html
WHITE DOBBY EMBROIDERED 3PC STITCHED,"PKR 10,990.00",J-10000105105,JLAWN-S-25-125/S PEARL PERFECTION-01,In stock,"S,M,L,XL",https://www.junaidjamshed.com/white-dobby-embroidered-3pc-stitched-jlawn-s-25-125-s-pearl-perfection-01.html
BEIGE DOBBY EMBROIDERED 3PC STITCHED,"PKR 10,990.00",J-10000102120,JLAWN-S-25-127/S PEARL PERFECTION-03,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/beige-dobby-embroidered-3pc-stitched-jlawn-s-25-127-s-pearl-perfection-03.html
WHITE DOBBY EMBROIDERED 3PC STITCHED,"PKR 10,990.00",J-10000102114,JLAWN-S-25-126/S PEARL PERFECTION-02,In stock,"S,M,L,XL",https://www.junaidjamshed.com/white-dobby-embroidered-3pc-stitched-jlawn-s-25-126-s-pearl-perfection-02.html
BLUE CHIFFON EMBROIDERED 3PC STITCHED,"PKR 16,990.00",J-10000102875,JLAWN-S-25-167/S SHIMMERING CHIC-6,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-chiffon-embroidered-3pc-stitched-jlawn-s-25-167-s-shimmering-chic-6.html
CREAM LAWN EMBROIDERED 3PC STITCHED,"PKR 9,290.00",J-10000111831,JLAWN-S-25-130/S GARDEN DELIGHT-02,In stock,L,https://www.junaidjamshed.com/cream-lawn-embroidered-3pc-stitched-jlawn-s-25-130-s-garden-delight-02.html
CREAM LAWN EMBROIDERED 3PC STITCHED,"PKR 9,290.00",J-10000111819,JLAWN-S-25-129/S GARDEN DELIGHT-01,In stock,"S,L,XL",https://www.junaidjamshed.com/cream-lawn-embroidered-3pc-stitched-jlawn-s-25-129-s-garden-delight-01.html
YELLOW CHIFFON EMBROIDERED 3PC STITCHED,"PKR 16,990.00",J-10000105783,JLAWN-S-25-166/S SHIMMERING CHIC-05,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/yellow-chiffon-embroidered-3pc-stitched-jlawn-s-25-166-s-shimmering-chic-05.html
BEIGE DOBBY EMBROIDERED 3PC STITCHED,"PKR 10,990.00",J-10000112049,JLAWN-S-25-128/S PEARL PERFECTION-04,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/beige-dobby-embroidered-3pc-stitched-jlawn-s-25-128-s-pearl-perfection-04.html
BLUE LAWN EMBROIDERED 3PC STITCHED,"PKR 9,290.00",J-10000111843,JLAWN-S-25-131/S GARDEN DELIGHT-03,In stock,"XS,L",https://www.junaidjamshed.com/blue-lawn-embroidered-3pc-stitched-jlawn-s-25-131-s-garden-delight-03.html
WHITE LAWN EMBROIDERED 3PC STITCHED,"PKR 9,290.00",J-10000111855,JLAWN-S-25-132/S GARDEN DELIGHT-04,In stock,"XS,M",https://www.junaidjamshed.com/white-lawn-embroidered-3pc-stitched-jlawn-s-25-132-s-garden-delight-04.html
GREY COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 13,990.00",J-10000114036,JLAWN-S-25-088/S MAJESTIC-04,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/grey-cotton-silk-embroidered-3pc-stitched-jlawn-s-25-088-s-majestic-04.html
MAUVE LAWN EMBROIDERED 3PC STITCHED,"PKR 10,690.00",J-10000111867,JLAWN-S-25-133/S CHICKEN KARI-1,In stock,"XS,S,M,L",https://www.junaidjamshed.com/mauve-lawn-embroidered-3pc-stitched-jlawn-s-25-133-s-chicken-kari-1.html
BLACK LAWN EMBROIDERED 3PC STITCHED,"PKR 12,490.00",J-10000111989,JLAWN-S-25-098/S ASSUIT-6,In stock,"XS,M,L,XL",https://www.junaidjamshed.com/black-lawn-embroidered-3pc-stitched-jlawn-s-25-098-s-assuit-6.html
BEIGE LAWN EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000111879,JLAWN-S-25-134/S CHICKEN KARI-2,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/beige-lawn-embroidered-3pc-stitched-jlawn-s-25-134-s-chicken-kari-2.html
PINK LAWN EMBROIDERED 3PC STITCHED,"PKR 9,490.00",J-10000112001,JLAWN-S-25-107/S SHAHJAHAN-03,In stock,"M,L,XL",https://www.junaidjamshed.com/pink-lawn-embroidered-3pc-stitched-jlawn-s-25-107-s-shahjahan-03.html
YELLOW LAWN EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000112025,JLAWN-S-25-123/S MIRROR-03,In stock,"S,L",https://www.junaidjamshed.com/yellow-lawn-embroidered-3pc-stitched-jlawn-s-25-123-s-mirror-03.html
GREEN LAWN EMBROIDERED 3PC STITCHED,"PKR 8,990.00",J-10000114000,JLAWN-S-25-082/S ETRO-2,In stock,XS,https://www.junaidjamshed.com/green-lawn-embroidered-3pc-stitched-jlawn-s-25-082-s-etro-2.html
CREAM LAWN EMBROIDERED 3PC STITCHED,"PKR 8,990.00",J-10000114024,JLAWN-S-25-084/S ETRO-4,In stock,"XS,S,M,L",https://www.junaidjamshed.com/cream-lawn-embroidered-3pc-stitched-jlawn-s-25-084-s-etro-4.html
GREEN LAWN EMBROIDERED 3PC STITCHED,"PKR 12,490.00",J-10000114060,JLAWN-S-25-097/S ASSUIT-5,In stock,"S,M",https://www.junaidjamshed.com/green-lawn-embroidered-3pc-stitched-jlawn-s-25-097-s-assuit-5.html
PEACH DOBBY EMBROIDERED 3PC STITCHED,"PKR 13,990.00",J-10000114072,JLAWN-S-25-120/S MAHARANI-04,In stock,"S,L,XL",https://www.junaidjamshed.com/peach-dobby-embroidered-3pc-stitched-jlawn-s-25-120-s-maharani-04.html
BLUE COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 13,990.00",J-10000114791,JLAWN-S-25-085/S MAJESTIC-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-cotton-silk-embroidered-3pc-stitched-jlawn-s-25-085-s-majestic-01.html
BLUE LAWN EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000120565,JLAWN-S-25-141/S GARA GRACE-B-2,In stock,"S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-embroidered-3pc-stitched-jlawn-s-25-141-s-gara-grace-b-2.html
GREEN COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 13,990.00",J-10000114815,JLAWN-S-25-087/S MAJESTIC-03,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/green-cotton-silk-embroidered-3pc-stitched-jlawn-s-25-087-s-majestic-03.html
BLACK LAWN EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000120571,JLAWN-S-25-142/S GARA GRACE-B-3,In stock,"XS,S,M,XL",https://www.junaidjamshed.com/black-lawn-embroidered-3pc-stitched-jlawn-s-25-142-s-gara-grace-b-3.html
PINK CHIFFON EMBROIDERED 3PC STITCHED,"PKR 12,990.00",J-10000122185,JLAWN-S-25-153/S PASTEL HUES-08,In stock,S,https://www.junaidjamshed.com/pink-chiffon-embroidered-3pc-stitched-jlawn-s-25-153-s-pastel-hues-08.html
BEIGE LAWN EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000121236,JLAWN-S-25-143/S GARA GRACE-B-4,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/beige-lawn-embroidered-3pc-stitched-jlawn-s-25-143-s-gara-grace-b-4.html
MAROON LAWN EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000121230,JLAWN-S-25-140/S GARA GRACE-B-1,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/maroon-lawn-embroidered-3pc-stitched-jlawn-s-25-140-s-gara-grace-b-1.html
GREEN LAWN SCHIFFLI 3PC STITCHED,"PKR 13,990.00",J-10000132905,JLAWN-S-25-159/S SCHIFFI BLISS-02,In stock,"XS,M,L,XL",https://www.junaidjamshed.com/green-lawn-schiffli-3pc-stitched-jlawn-s-25-159-s-schiffi-bliss-02.html
GREEN CHIFFON EMBROIDERED 3PC STITCHED,"PKR 12,990.00",J-10000123514,JLAWN-S-25-151/S PASTEL HUES-06,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/green-chiffon-embroidered-3pc-stitched-jlawn-s-25-151-s-pastel-hues-06.html
WHITE LAWN SCHIFFLI 3PC STITCHED,"PKR 13,990.00",J-10000132911,JLAWN-S-25-161/S SCHIFFI BLISS-04,In stock,"S,M,L,XL",https://www.junaidjamshed.com/white-lawn-schiffli-3pc-stitched-jlawn-s-25-161-s-schiffi-bliss-04.html
WHITE PAPER COTTON EMBROIDERED KURTI,"PKR 9,990.00",J-10000087987,JJLK-S-JFS-25-207 FB/ELFESYA-7,In stock,"S,M,L",https://www.junaidjamshed.com/white-paper-cotton-embroidered-kurti-jjlk-s-jfs-25-207-fb-elfesya-7.html
BLACK RAW SILK EMBROIDERED KURTI,"PKR 8,290.00",J-10000087981,JJLK-S-JFS-25-203 FB/ELFESYA-3,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/black-raw-silk-embroidered-kurti-jjlk-s-jfs-25-203-fb-elfesya-3.html
YELLOW PAPER COTTON EMBROIDERED KURTI,"PKR 9,990.00",J-10000087993,JJLK-S-JFS-25-208 FB/ELFESYA-8,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/yellow-paper-cotton-embroidered-kurti-jjlk-s-jfs-25-208-fb-elfesya-8.html
LILAC PAPER COTTON EMBROIDERED KURTI,"PKR 9,990.00",J-10000089546,JJLK-S-JFS-25-209 FB/ELFESYA-9,In stock,"XS,S,M,XL",https://www.junaidjamshed.com/lilac-paper-cotton-embroidered-kurti-jjlk-s-jfs-25-209-fb-elfesya-9.html
GREY PAPER COTTON EMBROIDERED KURTI,"PKR 9,990.00",J-10000094692,JJLK-S-JFS-25-202 FB/ELFESYA-2,In stock,"S,M,L,XL",https://www.junaidjamshed.com/grey-paper-cotton-embroidered-kurti-jjlk-s-jfs-25-202-fb-elfesya-2.html
ORANGE LAWN PRINTED KURTI,"PKR 3,890.00",J-10000096941,JJLK-S-JSS-25-390 FB/TRIBAL TREASURES-02,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/orange-lawn-printed-kurti-jjlk-s-jss-25-390-fb-tribal-treasures-02.html
WHITE LAWN PRINTED KURTI,"PKR 3,890.00",J-10000096935,JJLK-S-JSS-25-389 FB/TRIBAL TREASURES-1,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/white-lawn-printed-kurti-jjlk-s-jss-25-389-fb-tribal-treasures-1.html
OFF WHITE LAWN PRINTED KURTI,"PKR 3,890.00",J-10000096947,JJLK-S-JSS-25-391 FB/TRIBAL TREASURES-03,In stock,"S,M,L,XL",https://www.junaidjamshed.com/off-white-lawn-printed-kurti-jjlk-s-jss-25-391-fb-tribal-treasures-03.html
BLACK LAWN PRINTED KURTI,"PKR 3,890.00",J-10000096953,JJLK-S-JSS-25-392 FB/TRIBAL TREASURES-4,In stock,"XS,S,M,L",https://www.junaidjamshed.com/black-lawn-printed-kurti-jjlk-s-jss-25-392-fb-tribal-treasures-4.html
BLUE COTTON NET EMBROIDERED KURTI,"PKR 9,990.00",J-10000097861,JJLK-S-JFS-25-205 FB/ELFESYA-05,In stock,"XS,S,M,XL",https://www.junaidjamshed.com/blue-cotton-net-embroidered-kurti-jjlk-s-jfs-25-205-fb-elfesya-05.html
PINK PAPER COTTON EMBROIDERED KURTI,"PKR 9,990.00",J-10000098887,JJLK-S-JFS-25-201 FB/ELFESYA-01,In stock,"XS,S,M,XXL",https://www.junaidjamshed.com/pink-paper-cotton-embroidered-kurti-jjlk-s-jfs-25-201-fb-elfesya-01.html
MUSTARD DYED JACQUARD KURTI,"PKR 4,590.00",J-10000112318,JJLK-S-JSS-25-403 FB/ROYAL-05,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/mustard-dyed-jacquard-kurti-jjlk-s-jss-25-403-fb-royal-05.html
OCHER LAWN EMBROIDERED KURTI,"PKR 6,890.00",J-10000114084,JJLK-S-JSS-25-379 FB/CLASSIC FLARE-03,In stock,"XS,M,L,XL",https://www.junaidjamshed.com/ocher-lawn-embroidered-kurti-jjlk-s-jss-25-379-fb-classic-flare-03.html
MULTICOLOR LAWN EMBROIDERED KURTI,"PKR 4,690.00",J-10000114096,JJLK-S-JSS-25-405 FB/ROYAL TAPESTRY-1,In stock,"S,M,L,XL",https://www.junaidjamshed.com/multicolor-lawn-embroidered-kurti-jjlk-s-jss-25-405-fb-royal-tapestry-1.html
PINK DYED JACQUARD KURTI,"PKR 4,590.00",J-10000112330,JJLK-S-JSS-25-404 FB/ROYAL-06,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/pink-dyed-jacquard-kurti-jjlk-s-jss-25-404-fb-royal-06.html
GREEN LAWN EMBROIDERED KURTI,"PKR 4,690.00",J-10000114108,JJLK-S-JSS-25-407 FB/ROYAL TAPESTRY-3,In stock,"M,L",https://www.junaidjamshed.com/green-lawn-embroidered-kurti-jjlk-s-jss-25-407-fb-royal-tapestry-3.html
RUST LAWN EMBROIDERED KURTI,"PKR 6,890.00",J-10000114958,JJLK-S-JSS-25-378 FB/CLASSIC FLARE-02,In stock,"S,M,L,XL",https://www.junaidjamshed.com/rust-lawn-embroidered-kurti-jjlk-s-jss-25-378-fb-classic-flare-02.html
BEIGE LAWN EMBROIDERED KURTI,"PKR 5,490.00",J-10000118159,JJLK-S-JSS-25-375 FB/MINIMALIST-3,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/beige-lawn-embroidered-kurti-jjlk-s-jss-25-375-fb-minimalist-3.html
LILAC LAWN EMBROIDERED KURTI,"PKR 6,890.00",J-10000119056,JJLK-S-JSS-25-381 FB/JEWEL TONES-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/lilac-lawn-embroidered-kurti-jjlk-s-jss-25-381-fb-jewel-tones-01.html
BEIGE LAWN EMBROIDERED KURTI,"PKR 6,890.00",J-10000119068,JJLK-S-JSS-25-382 FB/JEWEL TONES-02,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/beige-lawn-embroidered-kurti-jjlk-s-jss-25-382-fb-jewel-tones-02.html
BLUE LAWN EMBROIDERED KURTI,"PKR 4,690.00",J-10000119080,JJLK-S-JSS-25-406 FB/ROYAL TAPESTRY-2,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-embroidered-kurti-jjlk-s-jss-25-406-fb-royal-tapestry-2.html
GREY WOVEN JACQUARD EMBROIDERED KURTI,"PKR 4,590.00",J-10000120418,JJLK-S-JSS-25-399 FB/ROYAL-001,In stock,"S,M,L,XL",https://www.junaidjamshed.com/grey-jacquard-embroidered-kurti-jjlk-s-jss-25-399-fb-royal-001.html
RED LAWN EMBROIDERED KURTI,"PKR 4,690.00",J-10000119092,JJLK-S-JSS-25-408 FB/ROYAL TAPESTRY-4,In stock,"M,L,XL",https://www.junaidjamshed.com/red-lawn-embroidered-kurti-jjlk-s-jss-25-408-fb-royal-tapestry-4.html
BLACK WOVEN JACQUARD EMBROIDERED KURTI,"PKR 4,590.00",J-10000120430,JJLK-S-JSS-25-401 FB/ROYAL-003,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/black-jacquard-embroidered-kurti-jjlk-s-jss-25-401-fb-royal-003.html
OFF WHITE WOVEN JACQUARD EMBROIDERED KURTI,"PKR 4,590.00",J-10000120424,JJLK-S-JSS-25-400 FB/ROYAL-002,In stock,"XS,S,M,L",https://www.junaidjamshed.com/off-white-jacquard-embroidered-kurti-jjlk-s-jss-25-400-fb-royal-002.html
BEIGE LAWN EMBROIDERED KURTI,"PKR 6,890.00",J-10000120186,JJLK-S-JSS-25-383 FB/JEWEL TONES-03,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/beige-lawn-embroidered-kurti-jjlk-s-jss-25-383-fb-jewel-tones-03.html
MAROON LAWN EMBROIDERED KURTI,"PKR 6,490.00",J-10000121200,JJLK-S-JSS-25-373 FB/MINIMALIST-1,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/maroon-lawn-embroidered-kurti-jjlk-s-jss-25-373-fb-minimalist-1.html
MUSTARD LAWN EMBROIDERED KURTI,"PKR 5,490.00",J-10000121206,JJLK-S-JSS-25-376 FB/MINIMALIST-4,In stock,"M,L,XL",https://www.junaidjamshed.com/mustard-lawn-embroidered-kurti-jjlk-s-jss-25-376-fb-minimalist-4.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000090931,JLAWN-S-25-3017 BAHARAIN-B-9,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3017-baharain-b-9.html
BLUE LAWN EMBROIDERED KURTI,"PKR 6,990.00",J-10000130291,JJLK-S-JSS-25-384 FB/JEWEL TONES-04,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/blue-lawn-embroidered-kurti-jjlk-s-jss-25-384-fb-jewel-tones-04.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000106563,JLAWN-S-25-3276 FLORAL CHUNDRI-4,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3276-floral-chundri-4.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000106565,JLAWN-S-25-3278 FLORAL CHUNDRI-6,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3278-floral-chundri-6.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000106564,JLAWN-S-25-3277 FLORAL CHUNDRI-5,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3277-floral-chundri-5.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000106566,JLAWN-S-25-3279 FLORAL CHUNDRI-7,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3279-floral-chundri-7.html
GREEN DIGITAL PRINTED JACQUARD UNSTITCHED 3PC,"PKR 7,190.00",10000109151,JLAWN-S-25-3282 KALAMKARI-2,In stock,,https://www.junaidjamshed.com/green-jacquard-digital-printed-unstitched-3pc-jlawn-s-25-3282-kalamkari-2.html
LILAC LAWN DIGITAL PRINTED UNSTITCHED 3PC,"PKR 4,190.00",10000106573,JLAWN-S-25-3266 KANTHA KAHANI-2,In stock,,https://www.junaidjamshed.com/lilac-lawn-digital-printed-unstitched-3pc-jlawn-s-25-3266-kantha-kahani-2.html
MULTICOLOR LAWN EMBROIDERED UNSTITCHED 3PC,"PKR 6,290.00",10000107248,JLAWN-S-25-3264 ETHNIC CRAFT-12,In stock,,https://www.junaidjamshed.com/multicolor-lawn-embroidered-unstitched-3pc-jlawn-s-25-3264-ethnic-craft-12.html
BLUE DIGITAL PRINTED JACQUARD UNSTITCHED 3PC,"PKR 7,190.00",10000109149,JLAWN-S-25-3284 KALAMKARI-4,In stock,,https://www.junaidjamshed.com/blue-jacquard-digital-printed-unstitched-3pc-jlawn-s-25-3284-kalamkari-4.html
MULTICOLOR DIGITAL PRINTED JACQUARD UNSTITCHED 3PC,"PKR 7,190.00",10000109154,JLAWN-S-25-3281 KALAMKARI-1,In stock,,https://www.junaidjamshed.com/multicolor-jacquard-digital-printed-unstitched-3pc-jlawn-s-25-3281-kalamkari-1.html
LILAC LAWN DIGITAL PRINTED UNSTITCHED 3PC,"PKR 4,190.00",10000106574,JLAWN-S-25-3269 KANTHA KAHANI-5,In stock,,https://www.junaidjamshed.com/lilac-lawn-digital-printed-unstitched-3pc-jlawn-s-25-3269-kantha-kahani-5.html
MULTICOLOR DIGITAL PRINTED JACQUARD UNSTITCHED 3PC,"PKR 7,190.00",10000109155,JLAWN-S-25-3283 KALAMKARI-3,In stock,,https://www.junaidjamshed.com/multicolor-jacquard-digital-printed-unstitched-3pc-jlawn-s-25-3283-kalamkari-3.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000106567,JLAWN-S-25-3280 FLORAL CHUNDRI-8,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3280-floral-chundri-8.html
MULTICOLOR LAWN EMBROIDERED UNSTITCHED 3PC,"PKR 6,290.00",10000109156,JLAWN-S-25-3258 ETHNIC CRAFT-6,In stock,,https://www.junaidjamshed.com/multicolor-lawn-embroidered-unstitched-3pc-jlawn-s-25-3258-ethnic-craft-6.html
BLACK LAWN PRINTED DUPATTA,"PKR 3,290.00",10000097859,JLDP-S-25-2632 FB/PRINT-06,In stock,,https://www.junaidjamshed.com/black-lawn-printed-dupatta-jldp-s-25-2632-fb-print-06.html
OFF WHITE JACQUARD DUPATTA,"PKR 2,990.00",10000135899,JLDP-S-25-2642 FB/ROYAL DUPATTA-07,In stock,,https://www.junaidjamshed.com/off-white-jacquard-dupatta-jldp-s-25-2642-fb-royal-dupatta-07.html
GREEN LAWN DUPATTA,"PKR 2,190.00",10000101551,JLDP-S-25-2623 FB/CRUSH-09-2623,In stock,,https://www.junaidjamshed.com/green-lawn-dupatta-jldp-s-25-2623-fb-crush-09-2623.html
BLUE LAWN DUPATTA,"PKR 2,190.00",10000101553,JLDP-S-25-2625 FB/CRUSH-11-2625,In stock,,https://www.junaidjamshed.com/blue-lawn-dupatta-jldp-s-25-2625-fb-crush-11-2625.html
BLUE LAWN SHALWAR,"PKR 2,190.00",J-10000091337,JJLT-S-25-8017 FB/BASIC-L-08,In stock,"S,M",https://www.junaidjamshed.com/blue-lawn-shalwar-jjlt-s-25-8017-fb-basic-l-08.html
MULTICOLOR JACQUARD DUPATTA,"PKR 2,990.00",10000135900,JLDP-S-25-2643 FB/ROYAL DUPATTA-08,In stock,,https://www.junaidjamshed.com/multicolor-jacquard-dupatta-jldp-s-25-2643-fb-royal-dupatta-08.html
BEIGE LAWN GHARARA,"PKR 3,490.00",J-10000099021,JJGH-S-JLGH-25-8030-B FB/BEIGE-8030-B,In stock,S,https://www.junaidjamshed.com/beige-lawn-gharara-jjgh-s-jlgh-25-8030-b-fb-beige-8030-b.html
BLUE LAWN PRINTED SHALWAR,"PKR 2,090.00",J-10000109044,JJLT-S-25-363 FB/ESSENTIAL-15,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-printed-shalwar-jjlt-s-25-363-fb-essential-15.html
BLACK & WHITE BASIC CHAPPAL,"PKR 3,590.00",J-10000108970,JLFWC-25-1283 FB/KHADDI COTTON,In stock,"06,07,08,09,10,11",https://www.junaidjamshed.com/black-white-basic-chappal-jlfwc-25-1283-fb-khaddi-cotton.html
WHITE BASIC CHAPPAL,"PKR 2,990.00",J-10000108977,JLFWC-25-1284 FB/FLORAL CHAPPAL,In stock,05,https://www.junaidjamshed.com/white-basic-chappal-jlfwc-25-1284-fb-floral-chappal.html
MUSTARD SUEDE KOLHAPURI CHAPPAL,"PKR 3,690.00",J-10000108984,JLFWC-25-1286 FB/SIPI-02,In stock,"05,06,07,08,09,10,11",https://www.junaidjamshed.com/mustard-suede-kolhapuri-chappal-jlfwc-25-1286-fb-sipi-02.html
BLACK SEMI FORMAL CHAPPAL,"PKR 3,290.00",J-10000117385,JLFWC-25-1290 FB/ROSEY PINK-1,In stock,05,https://www.junaidjamshed.com/black-semi-formal-chappal-jlfwc-25-1290-fb-rosey-pink-1.html
PINK SUEDE CHAPPAL,"PKR 3,290.00",J-10000108991,JLFWC-25-1287 FB/PASTEL KOLHAPURI,In stock,05,https://www.junaidjamshed.com/pink-suede-chappal-jlfwc-25-1287-fb-pastel-kolhapuri.html
BEIGE SEMI FORMAL CHAPPAL,"PKR 3,890.00",J-10000108998,JLFWC-25-1288 FB/ZARIDAR-01,In stock,05,https://www.junaidjamshed.com/beige-semi-formal-chappal-jlfwc-25-1288-fb-zaridar-01.html
MAROON SUEDE KOLHAPURI CHAPPAL,"PKR 2,990.00",J-10000113975,JLFWC-25-1285 FB/RANGREZA-1,In stock,"05,06",https://www.junaidjamshed.com/maroon-suede-kolhapuri-chappal-jlfwc-25-1285-fb-rangreza-1.html
MULTICOLOR SEMI FORMAL CHAPPAL,"PKR 4,290.00",J-10000111646,JLFWC-25-1289 FB/CANVAS,In stock,"05,06,08",https://www.junaidjamshed.com/multicolor-semi-formal-chappal-jlfwc-25-1289-fb-canvas.html
MUSTARD BASIC KHUSSA,"PKR 3,190.00",J-10000108935,JJ-LKH-25-345 FB/RAW SILK,In stock,"05,06,07,09,10,11",https://www.junaidjamshed.com/mustard-basic-khussa-jj-lkh-25-345-fb-raw-silk.html
PINK FORMAL KHUSSA,"PKR 3,890.00",J-10000108963,JJ-LKH-25-350 FB/SWEAT,In stock,09,https://www.junaidjamshed.com/pink-formal-khussa-jj-lkh-25-350-fb-sweat.html
BLACK SEMI FORMAL KHUSSA,"PKR 3,290.00",J-10000108949,JJ-LKH-25-348 FB/KHADDI COTTON,In stock,"05,07,08,09,10,11",https://www.junaidjamshed.com/black-semi-formal-khussa-jj-lkh-25-348-fb-khaddi-cotton.html
WHITE BASIC KHUSSA,"PKR 2,990.00",J-10000108942,JJ-LKH-25-346 FB/REGZEEN,In stock,"05,06,07,08,09,10,11",https://www.junaidjamshed.com/white-basic-khussa-jj-lkh-25-346-fb-regzeen.html
BLACK BLENDED KAMEEZ SHALWAR,"PKR 4,990.00",J-10000129801,JTKS-A-40201-R17-AP/S25/JJ9772-PN,In stock,"12 Years,16 Years",https://www.junaidjamshed.com/black-blended-kameez-shalwar-jtks-a-40201-r17-ap-s25-jj9772-pn.html
BLACK SEMI FORMAL KHUSSA,"PKR 2,990.00",J-10000118774,JJ-LKH-25-347 FB/POLYESTER NET,In stock,"05,06,07,08,09,10,11",https://www.junaidjamshed.com/black-semi-formal-khussa-jj-lkh-25-347-fb-polyester-net.html
GREEN COTTON KURTA,"PKR 3,690.00",J-10000138791,JTK-S-50134/S25/JJ9775-SF,In stock,"12 Years,14 Years,16 Years",https://www.junaidjamshed.com/green-cotton-kurta-jtk-s-50134-s25-jj9775-sf.html
BLACK BLENDED KAMEEZ SHALWAR,"PKR 3,590.00",J-10000129787,JCKS-A-35842-R15-AP/S25/JJ9772-PN,In stock,2 Years,https://www.junaidjamshed.com/black-blended-kameez-shalwar-jcks-a-35842-r15-ap-s25-jj9772-pn.html
ASH GREY BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 4,290.00",J-10000143991,JCKS-A-39412/S25/JJ9844-SF,In stock,"2 Years,4 Years,6 Years",https://www.junaidjamshed.com/ash-grey-blended-semi-formal-kameez-shalwar-jcksa39412.html
WHITE BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 3,790.00",J-10000145013,JCKS-A-39440/S25/JJ9844-SF,In stock,2 Years,https://www.junaidjamshed.com/white-blended-semi-formal-kameez-shalwar-jcksa39440.html
LIGHT GREEN BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 3,790.00",J-10000145018,JCKS-A-39441/S25/JJ9844-SF,In stock,"2 Years,4 Years,6 Years",https://www.junaidjamshed.com/light-green-blended-semi-formal-kameez-shalwar-jcksa39441.html
